8765
40 40 39 44
41788 99 75 30 31
9021 60 98 70 88
41791 14 65 32 88
9027 6 83 35 35
41798 67 76 51 74
74579 3 32 86 84
74583 69 36 46 64
74593 99 72 94 25
41825 77 1 58 32
9059 11 32 78 82
41834 95 61 58 8
41838 98 50 45 74
9071 46 67 62 31
9072 13 19 0 3
9077 98 27 54 6
9082 28 40 8 18
41859 32 1 55 12
74635 72 84 44 20
41868 88 16 26 88
41872 88 33 84 45
41874 91 81 31 51
9107 34 10 64 68
74647 68 79 62 85
41883 27 4 5 80
41890 23 54 20 60
74658 93 7 39 45
9124 28 5 30 19
74665 31 90 52 99
74672 55 37 8 38
41906 37 45 99 80
9143 54 32 31 33
9149 54 24 67 42
74685 98 61 17 28
9154 56 45 73 79
41927 58 5 99 74
9163 13 76 67 45
9167 100 41 98 42
74704 2 80 58 82
74710 37 87 69 91
9175 69 29 56 59
74715 78 30 83 0
41948 46 1 63 92
41958 49 55 35 23
41962 60 63 24 35
74730 2 33 77 54
41968 37 27 78 28
9204 25 93 73 47
9205 73 91 56 60
41977 34 30 29 70
74752 37 89 8 55
41989 78 99 40 22
9223 89 50 6 83
41991 86 88 49 36
74759 15 41 44 69
42001 50 35 28 35
9234 12 79 57 1
42003 84 57 83 21
9239 24 30 50 9
42015 56 56 69 24
9248 83 90 89 36
74786 96 49 29 22
9251 38 35 46 47
74797 48 80 41 96
42039 71 17 73 95
74810 29 6 67 36
74814 21 92 75 86
9280 92 99 34 26
74821 52 68 29 44
42062 62 59 65 83
9302 83 85 21 62
74853 88 82 5 4
9318 69 82 69 28
74859 46 90 4 45
74860 78 56 24 65
9335 97 46 1 20
74878 25 41 31 3
9344 91 14 50 81
9351 83 12 68 28
74889 91 54 42 6
9370 70 78 71 60
42141 67 45 71 74
42148 48 18 21 55
42149 86 58 7 76
74916 31 93 49 71
9384 81 19 55 98
42159 99 22 88 3
74933 75 0 86 6
9398 95 43 6 84
42169 39 10 33 59
9403 79 50 86 90
42175 26 59 57 62
9408 21 84 73 1
42183 96 22 47 29
42184 4 11 21 72
9421 16 19 0 10
9423 5 83 29 50
42197 19 83 94 49
74969 22 74 20 100
9434 2 88 100 94
9435 97 6 8 2
42205 67 16 94 44
42211 87 96 46 9
74980 22 56 41 28
74982 93 32 11 57
42215 25 58 48 1
9450 77 29 4 34
74993 50 20 68 51
75000 76 2 36 23
9468 92 18 74 56
75022 17 12 85 58
42266 31 21 63 49
9500 88 86 54 95
42268 77 66 41 81
42275 80 58 84 92
42283 56 65 94 40
9517 20 7 14 81
9521 22 59 47 21
9524 20 91 22 0
42294 45 78 23 20
9527 6 70 56 100
75074 14 36 91 3
42310 55 87 96 99
9557 69 52 15 33
9558 39 45 99 32
9559 98 18 22 25
75099 30 70 8 43
42334 97 65 82 3
9568 2 18 29 96
42338 56 12 55 70
75109 2 16 10 23
75110 37 76 29 45
75112 16 99 18 46
75114 15 20 43 11
42346 78 68 8 21
42352 42 32 58 58
75120 60 40 18 27
42363 89 42 55 46
75148 64 30 64 31
42380 100 38 20 63
75151 43 83 98 61
75152 8 89 57 49
75161 78 42 78 9
75163 73 33 44 25
75167 53 70 2 17
42403 99 74 29 24
9637 8 66 57 31
75176 41 24 4 63
9640 46 17 98 13
9646 86 71 86 28
42417 23 83 23 88
75188 24 44 14 74
75194 66 88 33 92
42428 49 3 84 37
9662 88 86 5 12
75205 85 31 37 71
42440 26 30 84 99
75215 37 69 73 33
9686 48 47 11 85
75226 80 47 15 26
75232 18 34 87 81
42492 0 71 32 77
9730 17 15 32 42
9731 37 68 51 62
75266 68 88 69 8
42501 24 78 96 20
9739 48 2 92 93
9741 19 74 28 32
9746 33 53 65 29
9757 50 24 7 67
9758 79 37 28 29
75293 100 35 79 48
75299 31 69 78 38
75300 99 99 74 78
42536 89 46 97 54
75309 13 79 58 65
9788 100 40 49 90
9789 53 78 61 95
42557 38 32 35 84
75324 44 42 43 79
9806 95 20 26 89
42574 62 45 13 71
75344 49 20 6 52
75347 100 98 47 42
42583 99 13 94 94
42587 3 56 96 28
75357 43 21 41 47
9821 69 14 5 76
75359 7 76 4 9
75365 60 81 98 99
9841 100 6 1 31
42616 59 17 33 15
75392 24 43 5 60
42626 39 1 8 52
75397 40 22 49 21
9865 9 85 24 38
42634 58 71 48 3
42638 79 51 76 68
9870 90 25 62 43
9872 98 38 29 98
9873 87 35 13 14
75411 48 19 51 18
42644 54 0 86 10
42649 8 80 18 6
9884 60 82 24 29
42664 29 54 77 8
9898 43 38 71 12
75436 11 22 3 15
75442 27 48 71 66
9908 15 41 31 78
42683 4 43 2 81
42685 70 29 89 69
9921 78 53 77 7
42697 75 31 13 44
75478 38 89 80 76
42712 21 50 46 54
75483 8 88 36 6
75485 48 2 30 0
75487 56 59 24 27
9953 81 25 18 93
9954 32 37 75 16
42732 68 24 31 48
9965 24 72 21 47
9967 94 97 91 18
9977 63 16 90 31
75513 75 95 73 32
42747 52 86 29 32
42750 83 79 5 77
9983 69 90 18 62
9984 21 21 58 90
75528 63 52 85 92
75529 2 15 59 61
42767 100 96 58 64
75541 12 45 71 53
75543 22 9 86 58
10020 93 97 68 88
10025 33 27 71 33
75561 42 88 80 37
10035 55 89 17 38
42806 34 62 66 55
10041 3 38 17 73
42810 16 58 29 12
10047 59 71 66 21
75587 31 100 6 28
42826 39 62 71 70
75594 48 4 86 86
75599 100 15 2 51
42837 40 45 73 37
42840 58 25 57 93
42842 12 55 76 2
10074 54 66 70 55
42843 44 33 68 94
42849 4 89 90 87
42850 21 67 69 74
10084 77 68 20 60
10087 64 46 80 91
75624 11 30 5 28
75629 46 43 6 48
75631 99 96 47 38
75633 56 40 89 78
75634 81 18 20 18
10103 84 7 71 71
10104 64 10 51 40
10106 4 73 59 50
10108 10 17 5 38
42877 22 26 21 89
10114 50 95 53 61
42886 0 38 33 41
75661 77 40 57 22
75668 67 29 97 3
10140 34 13 49 78
10147 74 45 84 67
42917 47 0 62 99
75686 93 20 46 65
10158 23 25 54 26
75694 78 55 20 59
75696 63 81 11 42
42933 53 24 28 87
42935 71 70 55 22
42936 40 76 84 5
42944 21 76 9 66
10176 88 2 17 17
10193 15 54 54 20
75730 86 72 61 32
75731 38 28 95 72
75737 79 76 15 5
10207 32 86 52 58
10210 100 12 61 77
10217 55 42 99 55
75757 11 96 58 3
10221 24 73 94 98
42995 5 35 28 62
75764 83 90 31 72
75775 97 79 58 71
43020 17 61 57 28
10256 86 4 43 4
10260 97 74 73 29
75808 35 27 59 89
43043 48 47 38 33
43047 69 36 9 75
43048 58 60 79 59
43051 35 53 88 81
10285 11 15 100 52
43070 41 15 59 46
10303 21 42 20 28
75851 67 33 72 66
43085 82 62 33 7
75853 96 44 22 93
10317 28 59 39 91
10320 38 32 6 59
75858 44 16 54 65
10324 27 76 62 24
75862 27 4 15 18
43096 94 81 12 93
75865 13 96 36 96
43098 40 29 72 44
10332 76 11 89 92
43104 0 34 10 88
10341 52 55 37 68
43115 53 59 56 90
75888 26 62 20 40
10352 90 69 17 63
43127 3 4 32 16
10359 98 69 47 10
75896 17 63 68 76
43131 80 51 89 37
43134 55 4 66 34
75902 5 3 43 96
43139 44 28 96 83
43141 32 26 78 37
75911 88 94 5 7
75912 94 3 96 50
43146 50 78 47 20
75921 3 79 69 56
43161 21 8 86 51
43170 65 27 34 31
43176 99 5 40 40
10414 79 1 32 83
75950 14 2 28 86
43185 1 84 42 61
43189 17 62 45 3
75959 47 92 43 46
43192 20 49 37 3
75965 32 42 91 16
10432 68 74 32 94
75972 25 41 47 90
43208 71 38 82 58
10441 100 23 10 11
10442 90 51 40 35
75979 74 2 71 97
43219 79 82 12 21
10462 33 27 94 9
10464 1 5 9 34
43233 1 18 84 74
76002 50 56 80 95
10467 27 35 25 0
43237 45 33 68 93
10473 27 88 70 86
10474 49 74 96 59
10476 7 42 49 5
43248 97 8 57 48
43250 20 79 28 67
76022 24 73 99 38
43258 60 40 95 18
76027 17 73 21 30
76028 40 93 64 68
43264 53 0 88 99
43269 62 40 99 31
10503 71 78 9 75
10505 50 8 54 23
76042 28 15 52 2
76046 38 48 26 36
76051 90 25 90 6
76056 49 60 77 27
10522 25 30 59 52
76073 8 7 66 27
43308 10 87 61 8
10543 38 17 54 8
43312 51 47 95 83
76081 53 91 78 77
10550 18 25 43 3
76087 47 46 25 32
43323 58 86 92 73
76105 93 95 16 2
76112 33 62 93 24
10577 56 22 14 47
76118 87 60 43 39
43354 51 18 74 15
10587 56 41 53 60
76123 79 65 92 6
10593 25 45 97 20
43386 61 84 97 46
43389 71 64 5 34
10627 20 12 79 31
76164 48 24 97 75
10636 30 96 50 83
10641 12 49 57 59
76185 30 41 35 22
10658 27 21 41 11
10659 18 60 67 57
43429 88 59 58 81
10662 4 48 36 58
76204 73 85 17 23
76208 63 7 1 20
76210 57 45 72 72
10675 51 32 28 41
10676 42 11 62 83
43453 100 54 44 73
10687 24 95 0 83
43461 62 36 92 65
10696 9 91 38 26
43471 54 61 5 73
10710 59 93 24 90
10720 54 72 55 21
10721 48 24 2 1
43490 32 42 53 81
43495 77 77 91 3
76264 7 30 67 41
43499 28 11 58 2
10747 71 50 78 96
76302 87 15 23 65
10766 24 29 47 74
43536 1 66 46 71
43537 48 16 34 29
10775 79 1 77 80
43545 82 82 9 17
43555 86 93 98 41
76326 78 43 20 52
76336 96 24 85 6
10806 85 87 73 45
43581 13 68 65 51
10813 56 0 98 63
10822 63 96 91 0
43590 14 47 68 2
76360 25 99 57 40
43595 58 51 47 6
10834 79 55 41 86
43606 21 43 58 37
76377 70 95 72 18
76379 50 60 55 9
43616 75 99 35 43
76384 23 31 48 27
76387 47 94 49 97
76394 51 10 21 25
43629 77 59 87 62
10862 94 5 57 65
10865 92 34 10 14
43638 27 34 40 99
43639 25 75 20 98
76407 9 89 95 23
76410 53 25 100 98
76418 78 48 90 24
43658 50 6 82 55
43659 63 27 65 51
76426 13 81 7 71
76431 1 26 94 29
76438 95 97 41 62
43671 53 64 86 100
43676 62 12 47 18
10909 91 7 100 98
43678 95 99 17 68
76449 54 53 35 56
10914 21 71 85 32
43688 96 64 11 69
10923 100 85 1 72
76460 11 65 55 99
43693 27 71 18 76
43694 39 99 44 34
43699 81 49 34 63
43709 95 99 5 86
76478 31 8 88 56
76479 88 72 49 45
43716 59 41 41 70
76488 53 65 99 74
10957 11 9 4 42
10958 20 80 27 35
43725 34 22 23 6
43730 59 24 52 27
10963 35 35 39 55
76501 34 71 5 66
43736 7 12 5 95
43740 9 89 37 26
43748 61 69 77 46
43750 25 60 40 64
76524 47 98 81 92
43757 25 68 45 79
43758 24 6 65 83
76526 41 75 70 14
76532 2 19 87 73
76537 10 25 1 23
43773 12 20 56 35
76544 40 86 72 10
76547 21 52 44 50
11017 35 30 77 39
43788 86 5 76 91
11021 50 28 54 34
76557 79 50 87 45
43794 8 79 97 32
76580 92 16 8 60
76586 27 56 3 22
76592 26 59 65 82
11062 76 34 5 88
43830 64 41 61 98
11068 75 80 50 48
76605 22 100 6 76
11073 32 74 71 58
11078 89 96 99 12
76615 33 88 1 91
76616 26 46 67 54
76618 18 44 59 11
76622 42 45 20 28
76627 81 41 9 43
76628 52 63 34 79
76635 89 17 61 45
76636 91 6 21 46
76639 10 41 5 13
11109 29 35 50 5
76648 55 61 94 21
43888 43 46 34 55
11124 52 36 4 69
11127 20 21 34 43
11128 72 88 2 12
76664 84 3 60 77
11134 98 89 26 90
43903 65 35 70 45
11137 31 55 29 92
76675 89 18 47 9
76676 27 16 71 57
43909 27 85 95 36
11143 46 46 66 34
11147 30 69 26 21
43921 37 83 93 21
76694 40 16 56 41
11161 97 36 36 71
11166 87 92 41 22
43944 5 65 49 83
11185 89 76 81 45
43954 44 89 76 17
43955 23 12 46 2
76721 32 21 94 79
43958 73 69 89 96
11193 90 54 28 77
76736 94 50 48 54
11201 32 20 13 24
11205 69 14 81 32
76743 45 47 13 42
43987 81 95 16 85
11226 26 95 62 76
43995 47 61 39 44
11227 75 2 92 12
11235 57 13 1 21
44004 25 90 52 10
11237 37 25 51 9
44007 16 32 50 100
76782 79 78 30 80
11248 34 93 7 31
44016 17 28 74 91
44027 32 33 71 22
76795 86 89 29 70
44030 86 49 66 54
11265 77 16 0 65
76812 13 77 51 65
76814 23 65 96 48
44048 29 85 70 72
76818 13 16 70 100
11284 1 70 81 14
11285 76 50 79 24
76823 61 65 94 3
44056 61 20 81 80
11292 56 25 86 41
76828 82 49 66 0
44064 45 2 77 69
76833 55 14 24 53
11301 56 93 2 71
11307 61 75 89 90
44080 3 28 63 42
11313 18 82 37 23
76850 78 91 21 55
76851 36 73 48 44
76854 91 64 53 40
44089 9 55 18 73
76859 49 76 41 18
76863 13 82 52 64
11329 15 80 35 79
76872 18 46 53 78
76884 78 57 41 82
76896 32 2 78 4
11371 65 58 13 35
76908 20 77 88 30
11382 2 13 95 20
76919 29 66 66 40
11386 13 65 67 79
11388 65 27 51 6
76935 75 18 28 93
76937 57 47 19 93
11405 17 81 11 77
76942 31 78 34 46
44182 65 3 78 79
44188 46 43 89 60
44194 91 44 4 49
76967 68 77 47 95
11432 73 46 12 30
76969 74 45 81 8
44200 29 89 93 71
11434 40 43 38 63
11437 99 46 3 100
76974 58 82 17 28
11440 71 41 45 43
76981 8 48 75 90
76983 11 90 6 71
44215 98 72 56 42
11454 31 63 22 17
11466 79 77 81 87
77004 25 55 20 64
77005 33 57 35 39
44239 31 24 52 81
77010 92 74 13 41
44248 12 91 35 9
11482 8 37 58 6
77019 91 56 54 63
11485 86 18 76 53
44254 53 33 25 22
11489 31 16 59 36
44259 93 15 10 9
11493 89 65 60 91
44262 74 0 41 47
11495 38 67 31 41
77034 88 91 11 16
11498 17 1 13 96
44266 98 26 1 27
77037 14 13 57 36
11501 41 93 55 36
11510 73 12 54 9
44280 58 47 59 91
77048 17 2 20 68
44286 57 100 98 76
77058 38 41 94 75
77062 2 38 76 55
44299 7 40 22 28
11533 93 18 35 72
44303 67 95 16 33
77075 99 25 16 72
77076 27 8 82 20
44307 30 98 87 95
11542 50 67 11 34
11543 51 0 43 31
44314 25 36 94 38
77085 97 95 58 84
44321 5 72 81 9
11560 12 21 26 32
44330 53 80 1 56
44333 79 78 86 96
77102 65 6 31 12
77103 18 52 45 35
11577 6 94 81 81
44350 44 53 80 5
44352 22 76 42 99
77121 43 5 95 98
44354 41 53 76 91
44357 80 29 37 15
77127 77 69 36 39
77132 35 72 19 86
44365 15 52 24 94
11615 34 59 35 68
77151 31 5 93 98
77155 16 74 100 35
11620 31 16 85 84
11624 50 71 81 88
11627 44 7 36 48
77167 2 68 21 30
44406 58 97 13 60
44415 7 87 45 93
77184 4 48 71 39
11652 32 62 10 42
11656 78 61 34 97
11658 36 78 78 75
11660 67 28 37 17
11666 64 90 68 57
44435 74 79 63 26
11679 62 30 22 63
77216 45 68 58 5
77217 29 3 72 2
44447 51 7 0 25
77220 95 28 40 0
77222 24 33 66 92
11689 71 37 95 2
77227 97 34 83 58
44460 94 3 53 9
11695 67 53 29 57
77234 75 77 67 32
11701 49 18 52 21
44470 28 29 54 69
44469 33 69 32 40
11706 92 92 78 3
77243 58 78 50 6
44475 43 17 45 85
11711 96 15 93 28
44483 90 70 73 92
77254 23 89 25 16
77257 49 38 28 0
77259 30 4 77 52
77260 19 54 99 33
44491 69 21 21 31
44498 63 44 97 73
11734 10 81 47 29
11736 77 70 24 72
44506 92 34 56 39
77278 5 5 43 35
11744 17 7 34 18
11755 6 4 54 7
77292 37 88 21 71
11772 71 11 61 58
11774 80 6 76 74
44542 100 72 2 7
77311 69 4 33 30
77319 12 8 32 71
11783 42 80 82 56
44560 3 5 43 25
44561 77 44 18 28
77336 39 75 85 80
44576 40 85 78 56
11809 69 62 79 10
77351 38 91 45 26
77359 87 96 91 73
77360 81 11 10 76
44594 93 33 18 42
77371 46 7 80 97
11840 96 70 29 98
77377 65 18 12 71
11852 100 74 27 77
77388 8 26 63 20
11856 88 53 49 82
11858 14 53 65 65
77406 70 43 51 88
11873 87 47 66 95
44642 18 66 4 38
77415 16 6 37 79
11879 97 67 24 82
77419 2 21 93 82
11884 81 52 25 17
11885 10 36 49 39
44657 62 63 32 13
11890 12 39 62 20
77432 43 77 34 40
77433 30 88 33 22
44666 8 31 17 20
77447 11 34 98 28
11914 19 18 16 54
44684 44 85 45 94
11919 86 8 69 3
11920 13 28 64 22
44691 50 53 56 66
44692 22 2 13 14
77463 75 89 8 86
11929 89 32 8 53
44699 42 47 78 24
11931 54 86 70 91
11934 24 79 15 9
44703 27 1 54 93
11942 52 67 13 45
77483 36 28 47 79
44715 74 33 18 56
44727 61 22 70 91
44732 13 25 14 15
11967 83 100 77 59
44737 91 82 43 6
77506 82 78 16 65
44739 71 14 38 3
44743 44 37 3 57
77517 82 66 55 51
77518 25 76 80 78
44751 18 65 20 27
11984 51 9 59 23
11986 82 3 22 21
77523 60 53 89 9
44756 28 12 73 11
77525 100 55 86 95
77528 69 49 89 5
77535 0 7 31 85
44767 46 93 65 80
44771 13 72 3 75
77541 50 68 61 30
77543 54 61 51 69
12011 9 68 14 10
77547 3 30 81 99
44779 3 98 24 55
44783 77 64 54 76
77551 80 68 2 19
77552 57 19 60 58
44788 42 8 83 99
12025 84 95 8 7
44793 6 79 28 95
44800 20 99 53 98
12036 71 2 18 74
12045 20 52 79 36
12047 89 24 45 70
77586 68 81 74 78
44818 13 23 85 3
12054 48 97 36 39
12058 17 22 77 44
77601 91 15 3 35
12067 47 36 52 59
77604 85 25 41 9
44836 90 27 42 36
44841 12 0 96 59
77614 17 97 56 9
77618 16 24 53 5
44850 25 14 78 98
44862 40 64 25 36
44866 86 86 79 75
77642 41 16 64 99
44875 37 63 92 90
12108 86 51 65 87
12110 14 23 97 86
12111 43 54 50 13
44880 78 43 16 47
12113 11 8 4 38
44890 0 33 98 19
44893 10 7 50 28
44896 85 25 44 12
44898 4 69 41 11
77675 98 27 17 24
12139 90 35 23 19
44917 16 6 11 65
44920 54 99 60 28
12152 71 37 51 50
44926 32 71 74 78
77710 3 71 85 6
12179 84 84 77 37
77721 100 32 71 83
77724 69 43 22 14
77728 70 55 41 37
44961 17 38 22 33
44968 48 1 93 81
12202 82 70 64 6
44980 35 99 11 86
12214 79 7 13 10
77755 77 97 3 74
44991 8 55 99 79
44992 12 68 8 14
77759 52 80 45 78
44998 62 80 36 46
77770 58 1 62 90
77772 88 2 49 96
45007 82 15 41 49
77786 40 86 4 0
77791 32 98 25 30
45027 74 62 58 25
45029 64 46 96 54
12275 29 34 99 95
77813 45 26 52 71
12283 85 22 28 72
45053 41 2 68 5
77822 89 20 95 59
12288 67 64 70 41
12305 44 64 54 72
77842 24 3 71 83
45076 71 58 76 15
77846 48 17 68 93
77850 15 75 8 46
45086 39 11 35 94
12319 27 44 36 87
12321 3 59 92 55
77861 36 11 66 24
45094 42 5 12 98
12327 53 62 82 34
12354 59 35 77 33
45130 21 54 99 98
12363 69 74 53 93
77901 5 31 46 58
12365 48 46 48 51
12370 34 81 66 65
45144 2 52 68 35
45148 30 97 98 0
77917 31 22 80 95
12382 66 43 41 6
77920 30 50 72 86
45156 45 7 29 91
12392 60 79 53 58
12397 74 47 25 79
45167 10 77 55 27
77937 82 53 47 51
77939 92 34 69 50
45172 83 87 4 74
12403 47 22 56 30
12407 78 26 51 73
77945 9 4 95 87
12421 36 18 43 42
77961 70 9 92 94
45196 47 89 95 86
77964 81 4 1 41
12430 37 2 61 74
12428 76 57 79 72
12435 43 79 45 66
77973 79 45 73 64
45207 2 37 55 85
12445 4 50 35 22
45215 59 6 5 78
12450 44 63 74 66
12452 61 92 97 87
45224 54 56 26 96
12457 83 50 6 10
45225 55 10 34 40
77999 1 81 85 24
45232 95 3 25 54
12472 65 16 35 27
45267 8 56 47 75
45273 9 86 25 79
78042 65 27 73 81
78050 26 87 88 91
45289 95 72 65 15
45294 21 68 14 13
78063 40 20 87 7
78062 10 83 6 80
12529 59 9 91 48
12530 88 10 4 31
12531 70 61 58 33
78073 70 63 8 16
45308 81 92 31 84
12547 79 73 19 15
45316 85 20 17 96
78085 72 24 13 8
45319 17 14 54 15
78100 80 49 59 93
12565 47 51 6 79
78102 80 5 73 11
12570 85 5 62 95
45338 20 4 95 69
45339 96 43 100 19
45345 50 4 45 60
12582 61 68 24 57
78125 67 25 43 32
12592 92 80 51 4
45364 88 74 12 70
78137 63 49 54 67
12602 64 33 31 73
78139 18 76 10 18
45381 51 69 85 60
12620 5 54 92 86
78157 86 77 64 3
45389 91 57 37 37
78164 27 42 77 20
78165 57 99 33 29
45398 49 60 59 4
78167 63 82 60 81
45397 8 60 7 32
12648 57 84 23 23
45416 15 72 40 88
78186 32 15 63 49
45417 67 46 21 68
78189 52 35 61 8
12654 54 89 54 84
78192 100 80 84 23
45428 75 81 1 43
78197 63 50 52 1
78198 86 98 69 76
12673 75 26 16 62
12675 41 7 38 23
12681 97 24 56 81
12685 8 81 81 99
78222 82 59 33 23
12699 99 73 41 44
12700 42 90 47 78
45469 47 66 92 99
78239 51 23 56 20
12704 41 51 24 49
12705 64 79 60 62
45478 93 3 36 61
45497 79 5 55 10
78267 28 26 82 21
45501 13 95 85 75
12734 62 12 84 96
12733 17 84 52 25
12739 96 17 22 88
45512 71 1 61 89
78282 26 10 98 77
78296 66 21 77 54
12768 11 69 30 22
78305 4 77 35 9
45539 6 31 65 79
12772 19 75 79 17
78311 87 45 82 77
12776 92 23 7 80
12780 55 78 82 49
45548 81 17 34 24
12782 51 6 95 77
78320 1 73 40 58
78321 34 76 20 75
78330 75 54 86 11
12797 56 95 88 86
12798 45 75 83 31
12803 4 6 1 9
78340 57 5 72 27
45576 41 59 3 19
12810 4 17 11 70
12817 9 80 67 68
45591 59 4 10 11
12833 17 89 28 67
45603 13 38 91 76
12839 19 94 56 71
12840 34 18 9 82
78384 41 34 81 50
12851 0 40 76 2
45619 73 26 65 77
45623 20 38 5 83
78391 50 42 2 61
78405 23 51 76 99
45643 78 63 88 35
45644 81 65 82 24
45645 21 67 13 39
12878 37 1 5 95
12880 21 54 90 33
78419 15 98 14 2
78423 0 87 4 83
45662 30 96 33 9
78431 72 44 33 40
12899 39 18 80 79
45672 55 36 67 0
45674 83 71 55 28
12907 83 91 100 90
78446 89 70 88 89
45685 48 66 68 95
12941 14 70 95 54
45709 62 26 97 31
45712 57 68 22 71
45720 7 34 81 90
78491 76 72 71 69
12955 83 21 8 93
78498 10 20 75 9
45732 78 43 85 30
78503 52 44 77 82
12968 50 25 16 9
78514 17 64 87 8
12979 97 68 61 23
78516 20 73 39 83
45749 3 67 96 7
78519 95 32 95 48
78523 61 97 79 65
45757 65 92 70 28
78526 49 44 41 25
78531 51 77 29 55
45766 31 54 77 13
12999 99 16 58 69
78536 44 41 23 56
45775 94 68 42 30
78544 44 65 9 0
13008 40 83 87 67
13011 2 28 10 64
45785 37 57 59 54
45786 82 62 71 61
45789 74 91 49 89
45790 67 13 88 37
13021 28 50 23 64
45795 84 51 79 44
13029 90 59 83 95
45802 93 76 42 57
45806 99 4 13 56
78575 0 80 77 62
13046 77 54 3 60
13052 92 86 27 76
45830 8 89 12 36
45835 79 27 43 24
13071 19 45 23 29
45848 20 62 84 64
13080 57 52 77 36
45854 93 11 89 69
78624 1 39 44 27
13092 50 86 89 63
45867 0 11 8 9
13102 28 41 8 73
45873 60 76 9 13
13106 41 4 48 74
13111 36 89 84 87
78648 7 79 65 9
13115 73 40 59 89
45886 63 97 11 98
45896 65 75 70 9
13135 43 57 10 66
13136 56 96 56 100
13137 81 26 82 63
78682 63 4 25 74
13155 77 88 33 68
45923 42 5 59 5
13170 60 92 36 31
78710 69 32 5 50
13176 9 10 40 26
45948 6 18 71 18
13182 89 95 35 100
78721 23 94 72 5
45956 82 96 71 86
45972 22 18 15 32
78741 41 25 90 11
13210 7 12 31 52
78750 33 60 17 72
13215 84 76 86 2
78759 90 37 40 43
78760 86 21 10 36
13224 88 66 78 32
78762 59 74 68 67
78763 55 56 97 51
13229 61 58 69 4
78767 47 88 48 45
78768 61 14 2 90
46001 70 84 88 76
46013 3 0 48 90
78793 89 55 10 78
78797 39 64 52 21
46030 69 16 10 63
78799 23 8 51 49
78798 56 95 47 73
13265 61 55 40 46
13267 9 65 19 37
78810 88 66 80 49
46043 21 65 30 38
78812 62 31 73 55
13280 87 88 38 23
78819 66 14 56 50
46053 63 82 31 45
13296 11 70 93 29
13298 24 10 40 12
78854 10 65 44 54
13318 41 72 58 63
13319 30 2 4 26
78858 32 2 86 84
13332 73 98 43 16
78871 50 53 91 22
13336 99 39 37 80
13338 99 21 67 24
46125 15 90 11 7
13362 47 2 98 4
78901 47 77 62 34
13366 38 17 94 48
46137 9 52 40 87
13370 9 19 62 9
46141 31 52 88 19
46143 54 48 34 11
46145 47 73 17 68
13378 40 36 66 34
13379 16 22 58 94
78917 68 54 29 44
78920 73 9 88 54
46154 48 0 42 71
46156 42 10 3 75
46158 21 89 22 56
78928 52 91 23 70
78945 8 47 59 46
13409 37 85 35 92
78953 70 27 5 1
46197 59 59 17 57
46203 9 66 39 43
46205 5 57 60 18
46211 63 15 17 90
13445 37 14 59 92
46215 82 14 23 40
46218 77 60 88 98
13452 87 46 92 75
13457 57 71 70 56
13465 33 78 95 32
46235 22 73 29 58
46237 4 40 75 54
46238 72 84 92 80
46247 64 8 67 100
79016 93 69 82 88
79021 68 94 5 34
79028 7 74 99 32
13495 44 45 87 11
79031 27 25 11 31
13501 57 44 23 66
13502 37 84 39 1
13506 33 97 98 15
13509 30 96 27 28
46277 63 97 90 67
79052 59 30 91 34
79069 17 4 61 42
13534 18 46 35 20
79070 5 35 35 20
46303 47 50 63 22
13537 10 58 9 45
79076 83 80 65 40
46311 36 15 79 50
79080 57 37 4 62
79079 29 77 19 25
46314 40 31 90 28
13551 89 61 70 13
46322 53 77 92 7
79102 64 89 24 51
79107 14 52 34 50
13571 44 18 77 58
46340 43 51 88 40
46342 70 58 1 28
13575 70 7 93 6
13581 65 91 12 34
79120 91 55 35 97
79121 6 25 23 29
13585 34 32 36 50
79124 19 46 89 40
13589 54 2 88 2
46364 35 74 55 84
13602 38 81 4 29
46371 95 93 72 93
13607 67 94 43 74
13608 22 86 2 41
13609 98 34 60 2
13614 47 74 5 95
79153 84 51 53 94
46391 77 62 94 48
13624 70 53 25 54
13627 37 31 7 99
13632 92 56 90 18
79176 7 54 17 53
13641 89 28 53 94
13645 39 30 37 75
46418 36 14 32 14
46422 84 5 45 92
13655 69 75 1 69
79207 67 49 57 51
46440 53 53 7 82
79210 85 33 55 29
79212 89 4 66 25
79220 42 22 15 37
46453 59 78 71 26
13691 69 99 85 36
13697 31 23 41 86
13699 8 64 86 32
79246 57 74 23 58
13711 3 49 24 24
46483 78 87 46 93
79253 55 70 33 31
79254 8 40 100 48
13733 57 94 77 27
13738 91 97 82 86
79275 34 72 52 55
13741 73 14 18 40
13744 63 13 71 0
46514 71 73 50 91
46517 86 61 13 82
13756 9 59 48 22
79292 35 85 25 74
13770 14 3 63 30
46547 25 82 88 84
79316 99 53 7 91
79318 76 91 97 17
46556 47 92 18 92
79327 10 27 38 54
13791 88 20 99 80
46559 11 50 90 57
13794 33 20 45 27
79330 75 82 80 23
79336 70 67 98 37
79338 8 68 72 2
13803 16 10 26 91
79347 60 65 77 5
13812 48 50 51 87
46584 22 8 41 11
79358 95 78 98 76
79359 20 9 1 45
13838 2 99 32 9
46610 68 25 60 14
13842 53 61 9 70
46616 95 35 28 28
79386 7 30 77 26
13851 1 0 5 46
79390 82 5 39 51
46622 89 76 75 35
13854 94 20 91 88
79394 99 95 59 34
13860 36 95 29 3
79398 18 81 59 26
13869 6 7 11 37
13871 38 47 96 53
46640 58 79 59 16
46643 78 12 65 76
